com_name,cont_name,cont_tel
罗定市科学技术局,,13822520526
阳春市河朗镇新阳中山希望小学,,0766-3305427
阳春市双滘林业站,,0662-7390258
中山市南头镇农业和农村工作局,,0760-23380509
高州市荷花镇大车坡小学,,0668-6168168
湛江市坡头区代建项目中心,,0759-3582692
中国石化销售股份有限公司广东肇庆石油分公司,朱先生,18929854595
韶关市坪石公路事务中心,黄工,0751-5529163
韶关市坪石公路事务中心,施工,0751-5529311
华润国康（广东）医药有限公司,何洁莹,13719336500
东莞市沙田实验中学,,0769-88664442
东莞市沙田实验中学,,0769-88668100
广东省新兴县人民武装部,吴先生,17875022335
揭阳市榕城区东升社区卫生服务中心,,0663-8498529
珠海市香洲区岱山幼儿园,古老师,13798965982
湛江市坡头区市场监督管理局,,0759-3586818
中国共产党新丰县委员会党校,,0751-2251988
珠海汇盛置地投资有限公司,洪世荣,0756-2600320
平远县发展和改革局,,0753-8824238
平远县城市管理和综合执法局,,0753-8213882
平远县城市管理和综合执法局,林挺锋,13902787509
广州融通珠江宾馆有限责任公司,陈志明,18818856328
阳江市阳东区大八财政所,,0662-6200091
韶关市建国小学,,0751-8914366
和平县财政局礼士财政所,,0762-5780002
阳江高新技术产业开发区平冈镇松中小学,,0662-3601856
深圳市桃花源物业运营有限公司,梁炜,0755-29977066
肇庆高新技术产业开发区人才服务中心,,0758-3638038
汕头市潮阳区深洋初级中学,,13428310432
东源县职业技术学校,,0762-2828228
阳春市动物卫生监督所陂面分所,,0662-7270143
清远市清新区机构编制委员会办公室,,0763-5836355
中共韶关市曲江区委统一战线工作部,,0751-6689159
茂名市茂南区官渡街官南社区居民委员会,谭崇秀,13727821793
信宜市竹山社区卫生服务中心,,0668-8893959
佛山仙湖实验室,,0757-86311102
佛山仙湖实验室,刘老师,0757-86311187
佛冈县博物馆,,13501452001
饶平县高堂镇人民政府,,0768-8121055
和平县青州镇中心小学,,0762-5100078
和平县青州镇中心小学,,0762-5611198
一汽出行科技（广州）有限公司,罗木燕,19854570076
东莞市万江区蚬涌股份经济联合社,张展鸿,13712943272
东莞市石龙镇维稳稳定及社会治安综合治安委员会办公室,张弘,18925572800
阳春市陂面林业站,,0662-7270180
肇庆市端州区社会稳定突出问题处置中心,,0758-2733264
罗定市市政工程公司,何先生,0766-3839338
饶平县新圩镇长彬村民委员会,陈先生,13802307131
陆丰市统计局,,0660-8821412
广东省广业装备科学技术研究院有限公司,杨先生,020-83647291
化州市良光镇斋塘坡小学,,17306689665
中国邮政集团有限公司广东省普宁市分公司,苏工,0663-2249348
古镇镇监察室,,020-87557526
佛山市顺德区杏坛镇西北村行政服务站,梁俊景,18942457602
广宁县卫生监督所,,0858-8617178
中共韶关市委党史研究室,,0751-8883845
化州市石湾街道旺竹圩小学,,0668-7318338
广东松联信息科技有限公司,金秀娟,13802882582
东莞市寮步镇教育管理中心,,0769-83206609
东莞市寮步镇教育管理中心,钟惠发,15913799440
鹤山市教师发展中心,,0750-8270808
广州城市规划技术开发服务部有限公司,彭工,020-34479553
深圳市宝安区航城南航明珠幼儿园,牛屾,18566720884
广宁县新锐达燃气有限公司,单先生,0758-8388060
肇庆市端州区退役军人事务局,,0758-2801386
中山市三角镇光明小学,,0760-85404421
江门市江海区土地储备中心,,0750-3867505
广东省海洋地质调查院,,0753-2210128
化州市杨梅镇笔亨怀德学校,,0668-7662168
饶平县第一中学,,020-61854593
阳江市江城区城北街道办事处,,0662-3139111
广东省龙门县质量技术监督检测所,,0752-7782792
汕头市澄海外埔小学,,0757-82255678
广东粤电永安天然气热电有限公司,莫秋迟,0758-2655300
云浮市佛云污水处理有限公司,梁先生,0766-8586309
汕头保税区公用事务服务中心,,0754-83591287
惠州市惠阳区统计局,,0752-3768769
惠州市惠阳区统计局,,0752-3916911
惠州市惠阳区统计局,,0752-8523768
潮州市枫溪区宣传信息中心,,0768-2972852
惠州市第四中学,,0752-2671712
广东省职业技术教研室,,020-83352965
阳春市春湾镇中心幼儿园,,0662-7820727
新兴县六祖镇中和小学,,0766-2665888
梅州市梅江区水白中学,,0753-2274777
深圳地铁客运一分公司,李工,0769-85135121
潮州市潮安区医疗保障局,,0768-6999733
中共惠州市委军民融合发展委员会办公室,,0752-2898038
梅州市丽群幼儿园,,13825999881
连南瑶族自治县民族幼儿园,,15219079143
中山市东升镇裕民小学,,0760-88617412
阳江市交通管理总所,,0662-2801002
广东财贸职业学院,,020-86041287
博罗县医疗保障局,,13502230699
惠州市正黄置业有限公司,郑仲田,15913108304
深圳市公明工业有限公司,周秋婷,13570583046
广东茂名滨海新区管理委员会办公室,,020-62617178
佛山市三水区劳动就业服务中心,,0757-81081180
佛山市三水区劳动就业服务中心,,0757-87755622
广东省阳江航道事务中心,,020-87656099
龙门县慢性病防治站,,0752-2888365
海丰县残疾人联合会,,0660-6891881
蕉岭县文福创兆学校,,0753-7520093
肇庆市高要区莲塘镇万福小学,,0758-8463396
潮州市潮安区东凤镇博士小学,,0768-6581001
河源市灯塔盆地国家现代农业示范区管委会,吴先生,0762-2200222
深圳市宝安区松岗街道中心幼儿园,刘小花,13425106111
珠海横琴总部,齐爽,021-66788835
惠州市第三十九学校,,15507605005
梅州市公路事务中心,,0753-2187222
珠海市兆征纪念学校,程咏冰,0756-3319066
深圳市光明区马田新庄幼儿园,罗雪,13641473429
深圳市深福保东部投资开发有限公司,祝希宁,0755-22968041
佛冈县水头镇卫生院,,13824902865
大埔县光德镇中心小学,,0753-5873201
深圳市殡葬管理所工会基层委员会,曾小姐,13600158169
佛山市南海区南外国际教育中心,朱先生,0757-81276053
揭阳空港经济区登岗镇光明小学,曾老师,0663-3381141
清远市清城区横荷街道横荷居委田寮经济合作社,,13059580120
广州开发区投资控股有限公司,叶工,020-32053161
阳江出入境边防检查站,吴朝亨,13318557872
广安电气检测中心（广东）有限公司,丁先生,0769-81867398
广东华西深汕钢结构加工厂,王工,18280490611
佛山市南海区丹灶水利所,,0757-85412322
佛山市南海区丹灶水利所,,0757-85445972
佛山市高明区公共资源交易中心杨和镇分中心,,0757-88806591
英德市西牛镇中心小学,,13926624823
珠海市香洲区退役军人事务局,,0756-2282907
中国民主建国会韶关市委员会,,0751-8881159
广州市荔湾区中南街海中股份合作经济联合社,黄先生,020-8162769
广东广业投资集团有限公司,张工,020-83513571
深圳群伦项目管理有限公司,容香,13876607874
深圳群伦项目管理有限公司,,18677672647
珠海华发城市运营投资控股有限公司,吴丽娜,0756-8303530
中共化州市委机关编制委员会办公室,,13302289401
中共广州市黄埔区委员会组织部,丁先生,020-82052501
清远市清城区源潭镇金星小学,,0763-3244759
化州市官桥镇大岭脚小学,,17306689665
中山市人力资源和社会保障局板芙分局,,020-22101766
高州市大坡镇军堡小学,,0668-6636961
广东省广州市南沙区大岗镇龙古股份合作经济联合社,郭炳洪,020-84936601
蕉岭县土地储备中心,曾女士,0753-7188889
广州市悦和美广告有限公司,黄小姐,020-34811698
肇庆市端州区睦岗街道办大龙社区新村股份经济合作社,张小姐,0758-5960007
广州市海珠区官洲街道市容环境卫生监督检查所,吴小,020-34088883
东莞市石碣镇人民代表大会办公室,何桂芳,13650330051
广宁县螺岗学校,,0758-8801216
广东省罗定市质量技术监督检测所,,0766-3823565
新兴县里洞镇初级中学,,0766-6932001
深圳市宝安区利锦小学,巫志鹏,15118817657
广州市惠璟投资有限公司,,020-82978303
广东省梅州市梅县区桃尧镇桃源村民委员会,张先生,0753-2723201
潮南区市场监督管理局,,0754-87781558
广州市石井鸦岗经济发展公司,何先生,13710816290
中山市东凤镇穗成村股份合作经济联合社,张先生,0760-22786118
珠海市金湾区金山实验学校,,0756-7730424
阳西县卫生健康局,,0662-5889368
五华县高级中学,,0753-8598082
韶关市市场监督管理局新区分局,,0751-8299385
广州市浪奇实业股份有限公司,杨先生,020-82161128-8165
高州市大坡镇大旺垌小学,,13527876055
高州市东岸镇秧地坡小学,,15976520067
肇庆市鼎湖区信访局,,0758-2621608
汕头市金平区小公园街道办事处,,0754-87123880
中山市大涌镇青岗社区居民委员会,,0760-87725234
广东广湛铁路有限责任公司,游工,13480254726
东莞香市文化旅游投资管理有限公司,庄先生,0769-23225926
信宜市贵子镇绿湖小学,,0668-8798840
五冶三公司湛江三高炉全厂,陈江涛,19124814553
上海宝冶集团有限公司（广州分公司）,蔡国良,13535023827
雷州市擎雷书院,黄工,15976834666
深圳市光明区玉塘红星幼儿园,陈老师,0755-23193586
深圳市宝安区海裕小学,石强,13926561236
深圳市中西医结合医院,苏李浩,13077838310
深圳市中西医结合医院,董仕杰,13510461630
深圳市中西医结合医院,董仕杰,15002095029
陆丰市龙潭灌区管理中心,,0660-8162100
揭阳产业转移工业园磐东街道城西经济联合社,陈先生,0663-8813541
阳江市阳东区景富建设投资管理有限公司,陈先生,18033303811
阳春市圭岗卫生院,,0662-7280043
潮州市潮安区职业技术学校,,0768-2321519
江门市新会区科工商务局,陈先生,0750-6181490
高州市石鼓镇财政所,,0668-6330446
潮州市潮安区龙湖卫生院,,0768-6563630
韶关市浈江区应急管理局,,0751-8255099
蕉岭县审计局,,0753-7863003
清远市清新区山塘镇中心幼儿园,,0763-5282967
广东省老干部大学,谢先生,020-37878879
广东省老干部大学,,13711246472
广东省老干部大学,,13829756514
佛山市顺德区均安镇总工会,胡小姐,0757-25386133
湛江市坡头区南调街道办事处,,0759-3950426
韶关市乳源公路事务中心,许工,15914817317
惠州市第七中学,,0752-3868616
梅州市人民代表大会常务委员会办公室,,18126999883
阳江市阳东区塘坪镇人民政府,,0662-6250193
佛冈县工商业联合会,,0763-4299292
惠州市惠城区芦洲中学,,0752-2787879
博罗县总工会,,0752-6622528
雷州市广垦幸福畜牧有限公司,林先生,020-87293099
惠州市惠阳区政务服务数据管理局,,0752-3779218
惠州市惠阳区政务服务数据管理局,,13516666597
四会市东城街道冯云小学,,0758-3181716
东莞市洪梅镇规划管理所,,0769-88846022
阳春市合水中学,,0662-7211251
广东省友谊文化有限公司,王先生,13312879348
中山市五桂山总工会,,0760-88206813
阳山县市场监督管理局,,0763-7805666
广州市越秀区人民武装部,王参谋,020-83642820
阳江市江城第十四小学,,0662-3355081
阳江市江城第十四小学,,18926389399
四会市疾病预防控制中心,,020-32032778
韶关市翁源公路事务中心,曾工,0751-2821527
清远市清新区龙颈镇石坎小学,,13824928622
广州市南沙区珠江街中心幼儿园,李凤珍,020-84944846
广东省河源市公路局,林先生,0762-3365684
佛山市南海区苏科大环境研究院,马晶,0512-82875858
深圳市桂园小学,蓝海东,13632634007
东莞市市场监督管理局谢岗分局,彭伟蔚,15322997188
广东佛高控股有限公司,刘工,0757-86689351
东莞市自然资源局道滘分局,,0769-82896610
肇庆市高要区第四小学,,0758-8361833
广东省潮州市潮安区浮洋镇洪巷小学,,13322788189
乐昌市工商业联合会,,0751-5582266
潮州市潮安区沙溪镇上西林小学,,0768-6535789
太平财产保险有限公司广东分公司,谢佳楣,020-28853564
广州星旅房地产开发有限公司,毛小明,18934698887
中共潮州市潮安区委机构编制委员会办公室,,0768-5815958
新兴县稔村镇中心小学附属幼儿园,,0766-2585856
潮州市农业机械化管理处,,020-85208548
韶关市科学技术协会,,0751-6189025
大埔县应急管理局,,0753-5536152
广州市番禺区钟村第二小学,,020-84774541-601
东莞市樟木头镇公用事业服务中心,,0769-87711963
开平市沙塘镇农业综合服务中心,,0750-2888535
大埔县建筑工程质量安全监督检测站,,0753-5529215
广州融通天河宾馆有限责任公司,郭先生,13822233909
广东广垦粤电农业有限责任公司,聂佩文,020-89281760
广州市水生态建设中心,,020-31230717
和平县公安局青州派出所,,0762-5100024
惠州市惠城区芦岚中学,,0752-2568366
东莞市常平镇体育管理服务中心,李柱彬,13712922638
珠海市消防救援支队,方潇,0756-8619851
化州市良光镇茅山小学,,0668-7659318
广州市天河区人民政府林和街办事处,,020-85250606
普宁市信访局,,0754-88842033
惠州市柏岗小学,,0752-2242987
连南瑶族自治县寨岗镇马安中心学校,,0763-8481733
广州市从化区博物馆,巢小姐,13602219501
惠州市第十一小学,,0752-2503610
陆河县河口镇河口屯小学,,020-88529845
肇庆市肇虹民爆器材联营有限公司封开分公司,陈小姐,13822697201
罗定市妇女联合会,,0766-3928779
惠来县公路事务中心,姚先生,0663-6610147
上海五冶三公司湛江钢厂,王晓林,19124814553
